lemma,pos,sense_source,sense_target,semantic_relationship
fuil,noun,"Leacht an bheatha, feidhmíonn sé mar chóras iompair do nithe cothaitheacha i gcorp ainmhithe.",an leacht dearg a ritheann trí na cuislí sa chorp,exact
solas,noun,Séard is solas ann ná radaíocht leictreamaighnéadach atá infheicthe don súil. Is é an fótón an buncháithnín atá ag solas.,rud a lonraíonn agus a thugann léargas dúinn,related
solas,noun,Séard is solas ann ná radaíocht leictreamaighnéadach atá infheicthe don súil. Is é an fótón an buncháithnín atá ag solas.,"foinse an tsolais féin (lampa, coinneal etc.)",related
solas,noun,Séard is solas ann ná radaíocht leictreamaighnéadach atá infheicthe don súil. Is é an fótón an buncháithnín atá ag solas.,lasair,related
solas,noun,Séard is solas ann ná radaíocht leictreamaighnéadach atá infheicthe don súil. Is é an fótón an buncháithnín atá ag solas.,léas,related
fearthainn,noun,báisteach.,"an t-uisce a thiteann ina bhraonta as na scamaill, báisteach",exact
fearthainn,noun,báisteach.,cur báistí,exact
loch,noun,Corp mór fionnuisce.,achar mór uisce agus talamh timpeall air,exact
loch,noun,Corp mór fionnuisce.,"géag den mhuir, gaoth",related
laoch,noun,Duine go bhfuil mórán gaisce déanta aige/aici.,duine misniúil cróga,related
fear,noun,duine fásta fireann.,duine fireann fásta,exact
fear,noun,duine fásta fireann.,rud i bhfoirm fir,related
mac,noun,Páiste fireann.,duine fireann clainne,exact
cathaoir,noun,Píosa troscáin le suí air. Déanta as dromchla mín ardaithe ón talamh ar chosa (ceithre cinn de ghnáth).,suíochán agus droim air do dhuine amháin,exact
cathaoir,noun,Píosa troscáin le suí air. Déanta as dromchla mín ardaithe ón talamh ar chosa (ceithre cinn de ghnáth).,suíomh nó suíochán oifigiúil údaráis (mar atá ag ollamh nó ag duine a ritheann cruinniú),broader
oileán,noun,Píosa talamh go hiomlán timpeallaithe le huisce.,"talamh agus uisce thart air, inis",exact
iasc,noun,ainmhí fuar-fuillteach le cnámh droma a mhaireann in uisce.,ainmhí veirteabrach a mhaireann in uisce agus a análaíonn trína gheolbhach,exact
iasc,noun,ainmhí fuar-fuillteach le cnámh droma a mhaireann in uisce.,breac éisc,exact
iasc,noun,ainmhí fuar-fuillteach le cnámh droma a mhaireann in uisce.,cnuasach éisc,broader
iasc,noun,ainmhí fuar-fuillteach le cnámh droma a mhaireann in uisce.,an bia ar chorp an éisc,broader
cearnóg,noun,Cruth plánach le ceithre sleas díreach ar chomhfhad agus ceithre uileann de 90 céim.,fíor cheathairchúinneach dhronuilleach agus a ceithre shlios ar aon fhad,exact
triantán,noun,Cruth plánach le trí sleas díreach.,fíor a bhfuil trí uillinn agus trí thaobh uirthi,exact
triantán,noun,Cruth plánach le trí sleas díreach.,aon rud cosúil leis,broader
baile,noun,Pobal daoine idir cúpla céad duine agus cúpla míle.,"aonad de thalamh ceantair, baile fearainn",related
baile,noun,Pobal daoine idir cúpla céad duine agus cúpla míle.,tithe agus siopaí le chéile in aon áit amháin,related
anachain,noun,"míthapa, tubaiste, matalang; caill.","timpiste, tubaiste",related
anachain,noun,"míthapa, tubaiste, matalang; caill.",caill,related
anachain,noun,"dochar, díobháil.","dochar, díobháil",exact
blonag,noun,geir nó saill faoi chraiceann ainmhíthe.,saill nó geir,exact
dobhar,noun,"uisce,tuile.",uisce,exact
dobhar,noun,"uisce,tuile.",díle,exact
eireaball,noun,"An chuid íochtarach den chnámh droma, a ghobann amach ar ainmhithe áirithe ar nós madraí agus cait.","an chuid d'ainmhí, d'eitleán etc., a ghobann uaidh siar",exact
eireaball,noun,"An chuid íochtarach den chnámh droma, a ghobann amach ar ainmhithe áirithe ar nós madraí agus cait.",an taobh thiar de dhuine nó de rud,related
eireaball,noun,"An chuid íochtarach den chnámh droma, a ghobann amach ar ainmhithe áirithe ar nós madraí agus cait.",íochtar,related
coir,noun,Gníomh mídleathach.,"drochghníomh in aghaidh an dlí, cion",exact
scian,noun,"Uirlis, déanta as miotal de ghnáth, le faobhar géar chun rudaí a ghearradh.",uirlis ghearrtha faoi lann ghéar mhiotail agus cos aisti,exact
oráiste,noun,toradh citris an chrainn oráistí a bhfuil dath flannbhuí air agus blas milis ach beagán géar aige.,toradh súmhar milis agus craiceann buí air a fhásann i dtíortha teo,exact
oráiste,noun,toradh citris an chrainn oráistí a bhfuil dath flannbhuí air agus blas milis ach beagán géar aige.,an deoch a bhaintear as an oráiste,broader
dearg,adjective,Ar dhath na fola.,ar dhath na fola,exact
fuinneog,noun,Poll i mballa foirgnimh chun solas a ligean isteach. Líonta le pánaí gloine de ghnáth chun an t-aimsir a choiméad amach.,oscailt i mballa agus gloine inti chun solas agus aer a ligean isteach san fhoirgneamh,exact
ainm,noun,"focal nó abairt a thagraíonn do dhuine, áit nó rud.",an focal aithne a thugtar ar dhuine nó ar rud nó ar áit,exact
úll,noun,Toradh inite an chrainn úill.,toradh milis crua,exact
úll,noun,Toradh inite an chrainn úill.,aon rud ar dhéanamh úill,broader
planda,noun,Aon ní beo nach ainmhí é.,"aon rud a fhásann as an talamh a bhfuil cos, fréamh agus duilleoga air",broader
ainmhí,noun,Aon ní beo nach planda é.,aon rud beo (ach amháin planda) a bhfuil mothú agus cumas gluaiseachta ann,exact
ainmhí,noun,Aon ní beo nach planda é.,aon bheithíoch ceathairchosach,broader
dán,noun,saothar ealaíne i bhfoirm focail cumtha ag file.,"ealaín, go háirithe ealaín na filíochta",narrower
dán,noun,saothar ealaíne i bhfoirm focail cumtha ag file.,dréacht i bhfilíocht seachas i bprós ina léiríonn duine a smaointe agus a shamhlaíocht (i línte tomhaiste de ghnáth agus rím iontu),exact
gorta,noun,Tréimhse ganntannas bia ina gcáilltear daoine leis an ocras.,"ganntanas mór bia, ocras, ainnise",exact
bia,noun,Aon ní inite.,"rudaí a itheann daoine nó ainmhithe, beatha",exact
súil,noun,orgán a thugann cumas do ainmhithe rudaí a fheiceáil.,ceann de dhá bhall radhairc an choirp,broader
súil,noun,orgán a thugann cumas do ainmhithe rudaí a fheiceáil.,"féachaint, amharc",related
súil,noun,orgán a thugann cumas do ainmhithe rudaí a fheiceáil.,rud i gcosúlacht súile,related
cluas,noun,Orgán a thugann cumas do ainmhithe rudaí a chloisteáil.,ceann de dhá bhall ar an gceann a chloiseann,broader
cluas,noun,Orgán a thugann cumas do ainmhithe rudaí a chloisteáil.,cumas éisteachta,related
cluas,noun,Orgán a thugann cumas do ainmhithe rudaí a chloisteáil.,rud ar dhéanamh cluaise,related
orlach,noun,Aonad tomhas faid sa chóras impiriúil Breatannach. An 12ú cuid de throigh. 2.54 ceintiméadair.,"tomhas faid ionann is an dóú cuid déag de throigh, nó tuairim is 2.5 ceintiméadar",exact
ciarsúr,noun,píosa éadaigh a úsaidtear chun an srón a ghlanadh.,cearnóg bheag éadaigh le cuimilt den tsrón nó de na súile,exact
lámh,noun,Ball den chorp i ndaoine agus in ainmhithe eile.,(láimh in abairtí áirithe) an ghéag ón ngualainn anuas,exact
lámh,noun,Ball den chorp i ndaoine agus in ainmhithe eile.,"crobh, an chuid den ghéag ón rosta anuas",exact
spúnóg,noun,uirlis a úsáidtear chun bia a ithe.,uirlis chuasach (mhiotail de ghnáth) agus lámh uirthi chun bia bog nó leacht a chur sa bhéal,exact
méar,noun,Fochuid den lámh a úsáidtear chun dul i dtadhaill le rudaí agus chun greim a bhreith ar rudaí.,ceann de chúig bhall ar bharr na láimhe nó na coise,narrower
méar,noun,Fochuid den lámh a úsáidtear chun dul i dtadhaill le rudaí agus chun greim a bhreith ar rudaí.,géag portáin nó gliomaigh,related
deatach,noun,Is éard atá i gceist leis an deatach ná gás agus ábhar cáithníneach a astaítear nuair a bhíonn tine ann.  Catagóir:Bríonna de dhíth toit,"an scamall a éiríonn as aon rud ar lasadh, toit",exact
deatach,noun,Is éard atá i gceist leis an deatach ná gás agus ábhar cáithníneach a astaítear nuair a bhíonn tine ann.  Catagóir:Bríonna de dhíth toit,gal,related
máthair,noun,bean a bhfuil clann uirthi.,bean a bhfuil clann aici,exact
cnó,noun,síol planda le sceall crua air.,toradh nó síol crainn a bhfuil bia ina chroí agus blaosc chrua air,exact
striapach,noun,bean a thuilleann airgead tré luí le fir.,"bean choiteann, bean sráide",exact
striapach,noun,bean a thuilleann airgead tré luí le fir.,straip,exact
adhmad,noun,ábhar tógála déanta as crainn.,"ábhar siúinéireachta, tine, etc., a fhaightear as crainn",exact
bileog,noun,aonad singil páipéir le cruth dronuilloegach de ghnáth.,leathanach singil páipéir,exact
bileog,noun,aonad singil páipéir le cruth dronuilloegach de ghnáth.,duilleog,related
salann,noun,"substaint soladach, bán a úsáidtear chun blas a thabhairt do bhia agus é a chaomhnú. Foirmle ceimiceach: NaCl.","substaint bhán nó gan dath (clóiríd sóidiam) a bhaintear as carraig nó as an bhfarraige, agus a úsáidtear chun bia a leasú nó a chóiriú",exact
salann,noun,"substaint soladach, bán a úsáidtear chun blas a thabhairt do bhia agus é a chaomhnú. Foirmle ceimiceach: NaCl.","aon substaint eile a fhaightear as miotal agus aigéad, mar a fhaightear salann",related
féileacán,noun,feithid le sciatháin mhóra daite den rang Lepidoptera a bhíonn gníomhach i rith an lae.,feithid a bhfuil sciatháin mhóra ghleoite air,exact
athrú,noun,Tar éis do athrú tarlú dó bíonn difríocht i staid rud.,malairt crutha a chur nó a theacht ar rud,exact
athrú,noun,Tar éis do athrú tarlú dó bíonn difríocht i staid rud.,rud a mhalartú nó a aistriú,exact
athrú,noun,Tar éis do athrú tarlú dó bíonn difríocht i staid rud.,sóinseáil,exact
filíocht,noun,Is saghas ealaíona scríofa í an fhilíocht ina úsáidtear teanga ar son a cháilíochtaí aeistéitiúla chomh mhaith le - nó in ionad - na tuairimi le tuiscint óna focail.,"dánta, saothar file",exact
filíocht,noun,Is saghas ealaíona scríofa í an fhilíocht ina úsáidtear teanga ar son a cháilíochtaí aeistéitiúla chomh mhaith le - nó in ionad - na tuairimi le tuiscint óna focail.,éirim file,related
athair,noun,fear a bhfuil clann air.,fear a bhfuil clann aige,exact
athair,noun,fear a bhfuil clann air.,duine dár sinsear,related
athair,noun,fear a bhfuil clann air.,seanóir,related
clann,noun,daoine atá gaolta leo féin.,"cine, sliocht",exact
múinteoir,noun,duine a mhúineann ceachtanna do dhaltaí.,oide,exact
múinteoir,noun,duine a mhúineann ceachtanna do dhaltaí.,duine a chuidíonn le daoine rudaí a fhoghlaim,exact
sliogán,noun,Structúr cosainteach a chlúdaíonn ainmhithe mara áirithe.,blaosc uibhe nó cnó,related
sliogán,noun,Structúr cosainteach a chlúdaíonn ainmhithe mara áirithe.,"an clúdach crua ar éisc mar bhairnigh, ruacain, oisrí etc.",exact
luibh,noun,Saghas planda inite.,fás nó planda gan stoc adhmaid (mar atá i gcrann nó i dtor),narrower
luibh,noun,Saghas planda inite.,planda a úsáidtear chun leighis,related
bainne,noun,leacht a thairgeann mamaigh mar bhia dá n-óg.,leacht a thálann ainmhithe baineanna ar a rudaí óga,exact
bainne,noun,leacht a thairgeann mamaigh mar bhia dá n-óg.,an leacht seo ó bhó nó ó ghabhar a ólann daoine agus a úsáidtear i ndéanamh earraí déiríochta,related
bainne,noun,leacht a thairgeann mamaigh mar bhia dá n-óg.,sú bán ar bith atá cosúil le bainne,related
ollphéist,noun,ainmhí scanrúil samhailteach.,ainmhí ollmhór farraige,broader
fiacail,noun,ball den chorp a úsáideann ainmhithe chun greim a bhaint as rudaí.,ceann de na rudaí crua geala sa bhéal a dhéanann cogaint ar bhia,exact
fiacail,noun,ball den chorp a úsáideann ainmhithe chun greim a bhaint as rudaí.,aon ní cosúil le fiacail,related
peata,noun,ainmhí ceannsaithe a choiméadann daoine don chompánachas.,éan nó ainmhí a choinnítear le cion timpeall an tí,exact
léine,noun,Ball éadaigh a chaitear ar an gcuid uachtarach den chorp.,ball éadaigh faoi mhuinchillí a chaitheann fir faoina gcóta,broader
léine,noun,Ball éadaigh a chaitear ar an gcuid uachtarach den chorp.,ball cosúil le léine scaoilte a chaitheann sagart ag léamh Aifrinn,broader
iarann,noun,"dúil cheimiceach. Is é an miotal is tábhachtaí atá ann ó thaobh na gnáthúsáide de. Is í an uimhir adamhach atá aige ná 26, agus is é an tsiombail cheimiceach ná Fe.",miotal comónta as a ndéantar cruach,exact
iarann,noun,"dúil cheimiceach. Is é an miotal is tábhachtaí atá ann ó thaobh na gnáthúsáide de. Is í an uimhir adamhach atá aige ná 26, agus is é an tsiombail cheimiceach ná Fe.",uirlis nó gléas iarainn,related
iarann,noun,"dúil cheimiceach. Is é an miotal is tábhachtaí atá ann ó thaobh na gnáthúsáide de. Is í an uimhir adamhach atá aige ná 26, agus is é an tsiombail cheimiceach ná Fe.",an chuid d'uirlis atá déanta d'iarann,related
scornach,noun,An chuid de chorp ainmhí idir an cloigeann agus an t-ucht.,an leath tosaigh den mhuineál faoi bhun na smige,exact
scornach,noun,An chuid de chorp ainmhí idir an cloigeann agus an t-ucht.,an taobh istigh de seo mar a bhfuil an píobán agus an craos,exact
scornach,noun,An chuid de chorp ainmhí idir an cloigeann agus an t-ucht.,"scrogall, sceadamán",exact
cloch,noun,"Substaint crua, nádúrtha, neamhbheo déanta suas de mhianraí.",carraig nó smut de charraig,related
cloch,noun,"Substaint crua, nádúrtha, neamhbheo déanta suas de mhianraí.",seoid,related
cloch,noun,"Substaint crua, nádúrtha, neamhbheo déanta suas de mhianraí.",aon rud cosúil le cloch,related
cloch,noun,"Substaint crua, nádúrtha, neamhbheo déanta suas de mhianraí.",carraig san fharraige,related
díon,noun,An clúdach ar bharr foirgneamh.,ceann tí,exact
gealbhan,noun,"Saghas éin, Passer Domesticus",éan beag donn is liath a bhíonn in aice le tithe,exact
gealbhan,noun,"Saghas éin, Passer Domesticus",ainm ar shaghsanna eile éan beag,related
saorga,adjective,Neamh nádúrtha.,"tacair, gan a bheith nádúrtha",exact
croí,noun,orgán a fheidhmíonn mar chaidéal chun an fhuil a chuir ag gluaiseacht ar fud chorp an duine agus ainmhithe eile le fuilchórais.,an ball cuasach sa chorp a oibríonn ar nós pumpa chun an fhuil a chur ag rith trí na cuislí,exact
pis,noun,glasra beag sféarúil glas a fhásann laistigh de chochall.,(ceann de) na síolta glasa inite a fhásann i gcochall planda dreaptha,exact
cluiche,noun,"Gníomhaíocht le rialacha a ghlacann daoine páirt ann, go h-aonarach nó i ngrúpa, chun taithneamh a bhaint as.",imirt nó súgradh faoi rialacha,exact
suimiúil,adjective,Rud a spreagann suim.,spéisiúil,exact
carraig,noun,solad nádúrtha crua a chruthaítear thar na mílte bliain nuair a chuirtear dríodar faoi ard-bhrú nó ard-teasa nó an dá rud.,cloch mhór,related
carraig,noun,solad nádúrtha crua a chruthaítear thar na mílte bliain nuair a chuirtear dríodar faoi ard-bhrú nó ard-teasa nó an dá rud.,cloch thalún nó farraige,related
leiceann,noun,An chuid den éadain idir an béal agus na cluasa.,"taobh amháin den aghaidh, leaca, pluc",exact
béal,noun,Oscailt i gcloigne ainmhithe chun bia a thógáil isteach.,an oscailt sa cheann trína nglactar isteach bia agus deoch agus trína ndéantar glórtha,exact
scáileán,noun,dromchla ar a léirítear íomhánna.,dromchla bán nó cuirtín a dtaispeántar pictiúir nó sleamhnáin air,exact
scáileán,noun,dromchla ar a léirítear íomhánna.,aghaidh teilifíseáin mar a soilsíonn an pictiúr,broader
bréag,noun,ráiteas nach bhfuil fíor.,ráiteas éithigh,exact
bréag,noun,ráiteas nach bhfuil fíor.,rud falsa,exact
stán,noun,"Is é an stán dúil uimhir a 50, agus is í an tsiombail cheimiceach atá aige ná Sn.",miotal geal,exact
stán,noun,"Is é an stán dúil uimhir a 50, agus is í an tsiombail cheimiceach atá aige ná Sn.",bosca nó canna déanta den mhiotal sin,related
nasc,noun,Ceangal idir rudaí.,teaghrán,related
nasc,noun,Ceangal idir rudaí.,"ceangal, slabhra",related
nasc,noun,Ceangal idir rudaí.,"lúb, claspa",related
feadóg,noun,uirlis a úsáidtear chun nóta nó nótaí ceoil a sheinm tré aer ón mbéal a shéideadh tríd.,gléas beag ceoil a dhéanann glór cosúil le fead,exact
fillteán,noun,clúdach cosainteach do bhileoga páipéir.,bileog nó leabhrán fillte,related
fillteán,noun,clúdach cosainteach do bhileoga páipéir.,cás fillte do pháipéar scaoilte,exact
namhaid,noun,"duine nó aonán a ghuíonn dochar ort, nó a ghníomhaíonn chun dochar a tharraingt ort.",duine atá naimhdeach leat nó a throideann tú,exact
fáinne,noun,píosa seodra ciorcalach a chaitear ar an méar.,"ciorcal nó aon ní i bhfoirm ciorcail, fonsa óir etc., a chaitear ar an méar",exact
fáinne,noun,píosa seodra ciorcalach a chaitear ar an méar.,suaitheantas i bhfoirm fáinne a chaitheann Gaeilgeoirí,broader
ciorcal,noun,Cruth plánach ar a bhfuil gach pointe ar chomhfhad ó lárphointe and chrutha.,"cuar cruinn ceart agus é dúnta, agus gach pointe den chuar comhfhad ón lár",exact
ciorcal,noun,Cruth plánach ar a bhfuil gach pointe ar chomhfhad ó lárphointe and chrutha.,fáinne,related
leadóg,noun,cluiche a imríonn beirt nó ceathrar ar chúirt speisialta le liathróid bog agus raicéid.,cluiche idir bheirt nó idir dhá bheirt ina mbuaileann siad liathróid le raicéid de dhroim líontáin chun a chéile,exact
seilide,noun,ainmhí den rang Gastropoda le sliogán bíseach ar a droim.,ainmhí beag mall agus sliogán cornánach ar a dhroim chun sleamhnú isteach ann le linn dainséir,exact
seilide,noun,ainmhí den rang Gastropoda le sliogán bíseach ar a droim.,ainmhí den saghas céanna ach é gan sliogán (seilide drúchta),related
foireann,noun,grúpa daoine a oibríonn le chéile chun sprioc comónta a bhaint amach.,grúpa daoine a bhíonn ag obair nó ag imirt ar aon taobh le chéile,exact
foireann,noun,grúpa daoine a oibríonn le chéile chun sprioc comónta a bhaint amach.,criú,related
dídean,noun,áit sábháilte.,áit foscaidh nó fothana,exact
dídean,noun,áit sábháilte.,cosaint,related
spéir,noun,"An chuid den domhan os cionn an talamh ach faoin spás, bíonn dath gorm air i rith an lae de ghnáth.",an t-aer uachtarach,exact
spéir,noun,"An chuid den domhan os cionn an talamh ach faoin spás, bíonn dath gorm air i rith an lae de ghnáth.",an t-aer díreach os ár gcionn,exact
urlár,noun,"dromchla na talún i bhfoirgneamh, atá réitithe de ghnáth chun go mbeadh sé éasca siúil air.",an chuid de sheomra atá faoi do chosa,exact
urlár,noun,stór i bhfoirgneamh ilstórach.,stór foirgnimh,exact
urlár,noun,"dromchla na talún i bhfoirgneamh, atá réitithe de ghnáth chun go mbeadh sé éasca siúil air.",talamh leibhéalta,related
iasacht,noun,iasacht a thugtar air nuair a thugtar rud do dhuine eile ar an gcoinníoll go dtabharfar ar ais é sa todhchaí.,tamall úsáide a fhaigheann duine ar rud (go háirithe airgead ar ús),exact
forc,noun,uirlis le roinnt beangáin air a sáitear isteach i mbia chun é a choiméad socair agus é á ithe.,"gabhlóg, uirlis a bhfuil lámh agus beanna uirthi, a úsáidtear chun bia a phiocadh suas",exact
forc,noun,uirlis le roinnt beangáin air a sáitear isteach i mbia chun é a choiméad socair agus é á ithe.,"uirlis cosúil léi, ach í níos mó, a úsáidtear i gcúrsaí talmhaíochta, píce",related
duine,noun,An t-ainmhí Homo Sapiens.,"aon den chine daonna, fear nó bean",exact
ionga,noun,clúdach crua cosainteach ar bharr na méire agus an bharraicín. Ar ainmhithe áirithe bíonn siad géar agus úsáidtear mar airm iad.,an fás crua adharcach ar bharr méire,exact
gréasán,noun,bailliúchán de rudaí scartha amach óna chéile ach ceangailte le chéile ar shlí éigin.,achrann,related
gréasán,noun,bailliúchán de rudaí scartha amach óna chéile ach ceangailte le chéile ar shlí éigin.,líonra,exact
focal,noun,aonad de theanga a chuireann míniú ar leith in iúil. Nuair a scríobhtar focal bíonn sé déanta suas de litreacha.,fuaim béil nó grúpa litreacha a chiallaíonn rud ar leith,exact
feoil,noun,An chuid bhog de chorp ainmhí.,"an rud bog (matáin, etc.) a chlúdaíonn cnámha an duine agus an ainmhí",exact
seacláid,noun,Cineál bia milis.,taos a dhéantar as síolta an chrainn chócó agus iad meilte,narrower
seacláid,noun,Cineál bia milis.,"deoch, milseán etc., a dhéantar as seo",exact
file,noun,duine a chumann dánta.,duine a chumann dánta nó filíocht,exact
cith,noun,"Saghas aimsir, tréimhse gairid de bháisteach éadrom.",titim ghearr fearthainne nó sneachta,exact
earrach,noun,An chéad séasúr den bhliain.,an séasúr a leanann an geimhreadh nuair a thosaíonn plandaí ag fás,exact
earrach,noun,An chéad séasúr den bhliain.,obair earraigh,broader
teannaire,noun,caidéal a úsáidtear chun aer a chuir i mboinn rothair.,pumpa,exact
dualgas,noun,rud a chaitheann duine nó aonán a dhéanamh.,aon rud atá le déanamh,exact
dualgas,noun,rud a chaitheann duine nó aonán a dhéanamh.,diúite,exact
callaire,noun,"gléas chun fuaimeanna a dhéanamh níos glóraí, nó go ginearálta chun comhartha leictreach a thiontú go fuaim.",gléas bolscaireachta,exact
tintreach,noun,Cineál aimsir ina bhfeidhmíonn aer tais mar sheoltóir do sruth leictreach sa spéir.,splancacha toirní,related
sreang,noun,"Píosa fada tanaí solúbtha de ábhar láidir, miotal de ghnáth.",corda ceangail,exact
sreang,noun,"Píosa fada tanaí solúbtha de ábhar láidir, miotal de ghnáth.",téad nó corda miotail,exact
craiceann,noun,An clúdach seachtrach de rudaí beo.,"seithe, screamh chlúdaigh ar chorp",broader
craiceann,noun,An clúdach seachtrach de rudaí beo.,scannán clúdaigh ar thoradh nó ar ghlasra,broader
ordóg,noun,"Fochuid den lámh, ar nós méar ach níos giorra agus níos tibhe. Feidhmíonn sé ina mhalairt de threo leis na méara ionas gur féidir greim a bhreith ar rudaí eatarthu.",méar ramhar ghairid na láimhe,exact
comparáid,noun,Déantar comparáid idir dhá rud nuair a mheastar iad ó thaobh ná difríochtaí agus na cosúlachtaí atá eatarthu.,"coibhneas, comórtas",exact
comparáid,noun,Déantar comparáid idir dhá rud nuair a mheastar iad ó thaobh ná difríochtaí agus na cosúlachtaí atá eatarthu.,cosúlacht,related
saighdiúir,noun,duine atá ina bhall d'arm mar shlí bheatha.,duine i seirbhís an airm,exact
saighdiúir,noun,duine atá ina bhall d'arm mar shlí bheatha.,"fear nó bean airm den chéim is ísle, saighdiúir singil",exact
dochtúir,noun,duine a chuireann leigheas ar dhaoine breoite.,duine a bhfuil céim sa leigheas aige,exact
péist,noun,ainmhí beag tanaí ón bhfíleam annelid.,ainmhí beag lúbarnaíola gan ghéag gan chnámh droma,exact
péist,noun,ainmhí beag tanaí ón bhfíleam annelid.,cuiteog,broader
gloine,noun,"ábhar tré-dhearcach, righin, so-bhríste déanta as dé-ocsáid sileacan don chuid is mó.",ábhar mar a bhíonn i bhfuinneoga a ligeann an solas tríd,exact
radharc,noun,An méid atá le feiceáil ó láthair.,raon amhairc,exact
radharc,noun,An méid atá le feiceáil ó láthair.,"féachaint, amharc",related
radharc,noun,An méid atá le feiceáil ó láthair.,"an rud a fheictear, feic",exact
réabhlóid,noun,Éirí amach na ndaoine i gcoinne an rialtais i dtír.,athrú bunúsach i gcúrsaí tíre,related
réabhlóid,noun,Éirí amach na ndaoine i gcoinne an rialtais i dtír.,treascairt rialtais ag lucht ceannairce,exact
rialtas,noun,Iad siúd atá i gceannas ar thír a riailiú.,grúpa daoine a cheaptar chun tír a rialú,exact
rialtas,noun,Iad siúd atá i gceannas ar thír a riailiú.,an rialú a dhéanann siadsan,related
rialtas,noun,Iad siúd atá i gceannas ar thír a riailiú.,córas rialaithe,related
deichniúr,noun,deich nduine.,deich nduine,exact
glúin,noun,alt i lár na géige coise a ligean do na codanna íochtarach agus uachtarach bogadh go neamhspléach óna chéile.,alt láir na coise idir an tsliasaid agus an lorga,exact
srón,noun,orgán ar éadain ainmhithe a thugann cumas dóibh rudaí a bholú.,an chuid den aghaidh a thugann anáil agus boladh do dhuine nó d'ainmhí,exact
srón,noun,orgán ar éadain ainmhithe a thugann cumas dóibh rudaí a bholú.,"gob, soc",related
taibhse,noun,Rud osnádúrtha samhailteach a chreidtear a mhaireann i ndiadh bás chorp an duine.,"sprid, gósta",exact
marbh,adjective,Deirtear go bhfuil rud a bhí beo marbh nuair a éagann sé.,duine marbh,related
cumas,noun,deirtear go bhfuil cumas ag duine rud a dhéanamh má tá an duine sin in ann an rud sin a dhéanamh.,"ábaltacht, neart",exact
buaiteoir,noun,An té go mbíonn an bua aige nó aici i gcomórtas.,duine a bhuann,exact
díospóireacht,noun,comórtas cainte ina dhéantar rún a phlé.,caint nó argóint idir dhaoine,narrower
ceist,noun,"abairt, frása nó focal a fiafraíonn eolas. Sa scríobh cuirtear ceist in iúil le comhartha ceiste: '?'","caint a lorgann eolas ar dhuine, fiafraí",exact
folús,noun,"réigiún spáis atá go h-iomlán follamh, gan damhna ar bith ann.","spás folamh, spás a bhfuil aer agus gás díbeartha as",exact
mana,noun,"comhartha, tuar.","comhartha, tuar",exact
mana,noun,dearcadh.,dearcadh,exact
mana,noun,Abairt ghonta chun duine a spreagadh.,abairt ghonta chun duine a spreagadh (ar nós ),exact
dearcadh,noun,"féachaint, amharc.","féachaint, amharc",exact
dearcadh,noun,fadbhreathnaitheacht.,fadbhreathnaitheacht,exact
dearcadh,noun,"aigne, an bealach ina mbreathnaíonn duine ar rud.","aigne, an bealach ina mbreathnaíonn duine ar rud",exact
aigne,noun,"Acmhainn smaointe an duine, intinn.","acmhainn smaointe an duine, intinn",exact
aigne,noun,"beocht, meanma.","beocht, meanma",exact
intinn,noun,"aigne, suíomh na smaointe.","aigne, suíomh na smaointe",exact
intinn,noun,"meon, claonadh.","meon, claonadh",exact
intinn,noun,aird.,aird,exact
intinn,noun,sprid.,sprid,exact
intinn,noun,"aidhm, cuspóir","aidhm, cuspóir",exact
intinn,noun,tuairim.,tuairim,exact
tuar,noun,"tuilleamh, tabhú (tuar an t-ádh agus tiocfaidh sé)","éirí sách, dóthanach",related
tuar,noun,Áit le héadaí a ghealadh ann.,áit le héadaí a ghealadh ann,exact
tuar,verb,"geal, bánaigh.","gealadh (éadaí etc.), sábháil (féir etc.)",exact
tuar,verb,"Rud a thriomú trína nochtadh don aer, sábháil (féar srl.).","gealadh (éadaí etc.), sábháil (féir etc.)",exact
tuar,verb,"Clóigh, cuir nó téigh i dtaithí.",cur nó dul i dtaithí,exact
tuar,verb,"Éirigh sách, dóthanach, cortha.","éirí sách, dóthanach",exact
comhartha,noun,"marc (comhartha cluaise, comhartha ceiste)",marc,exact
comhartha,noun,nod a thugann rud le fios (rinne sé comhartha dom),nod a thugann rud le fios,exact
comhartha,noun,tuar a léiríonn rud atá le teacht (comhartha fearthainne),tuar a léiríonn rud atá le teacht,exact
comhartha,noun,"rian, cosúlacht (comhartha scine; ní bhfuair sé ach comhartha)","rian, cosúlacht",exact
comhartha,noun,"aird, ceann (ná tóg aon comhartha de)","aird, ceann",exact
comhartha,noun,"fógra, méar eolais (comharthaí bóthair)","fógra, méar eolais",exact
comhartha,noun,"rian aitheantais (comharthaí aithne, comharthaí sóirt)",rian aitheantais,exact
rian,noun,"conair, cúrsa, cosán (rian na gréine, rian srutha)","conair, cúrsa, cosán",exact
rian,noun,"marc, lorg (rian coise, cairte)","marc, lorg",exact
rian,noun,"brí, fuinneamh (gan lúth gan rian)","brí, fuinneamh",exact
rian,noun,dada cearr (níl rian air),dada cearr,exact
lorg,noun,"marc nó rian ruda (lorg coise, lorg an óil; lorg ainmhí a leanúint)",marc nó rian ruda,exact
lorg,noun,"iarraidh, éileamh (ní mór an lorg atá air; lorg sé orm é)","iarraidh, éileamh",exact
lorg,noun,sliocht (duine gan lorg),sliocht,exact
