lemma,pos,sense_source,sense_target,semantic_relationship
створити,verb,"произвести књижевно, уметничко, музичко дело.","створити уметничке предмете, као музику, слике, поезију, плес итд.",narrower
створити,verb,"у вези са неким категоријама именица које значе радњу или резултат радње значи: направити, извршити; извести, извући, донети; остварити; стећи и сл. ",понашати се на такав начин да се неко или нешто стекне,broader
створити,verb,"пронаћи, открити, измислити.",Замислити неки план или идеју и начин њиховог остварења.,related
створити,verb,"ненадано, неочекивано се појавити, искрснути.",Учинити или изазвати да нешто постане.,narrower
створити,verb,"претворити се, прометнути се у нешто друго, постати неко или нешто друго.",понашати се на такав начин да се неко или нешто стекне,related
сукоб,noun,"опречност, противуречност, размимоилажење супротних гледишта, надлежности, интереса, спор; препирка, свађа.",Борба међу ривалима.,related
сукоб,noun,"непријатељски, оружани судар, бој, битка, рат.",Чин којим се супротстављене групе конфронтирају.,narrower
супа,noun,"течно јело од искуваног меса и разне зелени, са зачинима;","Течна храна, посебно од меса или рибе или поврћа, која често садржи комаде чврсте хране.",exact
супа,noun,танки резанци који се стављају у такво јело.,ретка супа од меса или рибе или бујон од поврћа,related
суседство,noun,"близина с неким или нечим по месту становања, по месту седења или налажења",Регија у окружењу или у близини.,related
сузити,verb,"лучити сузе, влажити се сузама; проливати, ронити сузе од бола, жалости, невоље и сл., плакати.",напунити сузама или проливати сузе,exact
сузити,verb,"учинити уским или ужим, стеснити; смањити:",Умањити нешто по величини; смањити физички.,exact
сузити,verb,"свести на мању меру, ограничити (област делатности, власти).",Умањити нешто по величини; смањити физички.,exact
свеобухватан,adjective,"који обухвата све, који складно уклапа све делове у јединствену целину; који ништа не занемарује и не превиђа, усмерен у свим правцима, свестран.",који обухвата све,exact
свеобухватан,adjective,који прожима свакога; својствен свима,широког опсега,narrower
свеска,noun,"неколико табака писаће хартије повезаних уједно, вежбанка: ~",књига са празнима странама за прављење забелешки,exact
свеска,noun,поједини број часописа или књиге која излази у деловима; засебно повезан део књиге,Један из серије која се периодично издаје.,exact
свеска,noun,"појединачна књига, годиште часописа и сл. у каквој збирци или библиотеци, библиотечка јединица.",део штампаног рада,related
свет,noun,"свеукупност свих форми материје, свега што постоји; земаљска кугла са свим оним што на њој постоји:",Све што негде постоји.,exact
свет,noun,"целокупна стварност, све што постоји и материјално и духовно као објекат сазнања.",Нечије целокупно искуство које одређује како му ствари изгледају.,related
свет,noun,"људи, народ",Људи уопште.,exact
свет,noun,"група људи везаних нечим заједничким (истим занимањем, опредељењем и сл.).",Људи уопште; посебно истакнута група људи са неким заједничким интересом.,exact
светац,noun,онај кога је црква после његове смрти прогласила светим због његових заслуга за веру.,особа која је умрла и проглашена за свеца процесом канонизације,exact
светац,noun,"празник, благдан.",Дан када се слави неки светац.,exact
светло,noun,"видело, светлост; сјај.",визуелни ефекат осветљавања на предметима или сценама као што се приказује на сликама,broader
светло,noun,"светиљка, светлосни извор.",торањ са светиљком који упозорава пролазеће бродове на плићаке,broader
светлост,noun,"рачење које потиче из атома, има разне таласне дужине и видљиво је само у малом интервалу таласних дужина.",Електромагнетно зрачење које производи визуелни осећај (у физици).,exact
светлост,noun,сјајност; блесак.,визуелни ефекат осветљавања на предметима или сценама као што се приказује на сликама,broader
светлост,noun,осветљеност која омогућава да предмети буду видљиви.,"када има пуно светла, степен видљивости је велики",exact
свирати,verb,"производити тонове на неком музичком инструменту, бити вичан томе или се бавити тиме као занимањем",Изводити музику на музичком инструменту.,exact
свирати,verb,"изводити неки музички комад, мелодију или композицију.",Изводити музику на инструменту.,exact
свирати,verb,"пиштањем давати какав знак (пиштаљком, сиреном и сл.):",Правити велику буку.,related
тачка,noun,"један од основних елемената геометрије, геометријска творевина без димензија",Геометријски елемент који има положај али не и димензије.,exact
тачка,noun,оно што својим изгледом личи на тај знак.,веома мали кружни облик,exact
тачка,noun,"одређени део простора, место; положај, позиција, средиште",Прецизно место негде; просторно ограничено место.,exact
тачка,noun,"одељак текста означен редним бројем и њиме обухваћена садржина, одредба, пропис; редним бројем означен елеменат неког програма:",Одређени део који може да се одвоји унутар групе ствари које могу да се поброје на списку.,narrower
талас,noun,"уздигнути део водене масе (изазван обично ветром), гребен на површини воде која се љуља, гиба, вал; сличан део неке друге материје, масе и сл. која се гиба.",Један у низу гребена који се крећу површином течности (посебно преко неке велике водене масе).,exact
талас,noun,"уопште појава ширења каквог побуђеног стања у некој средини или физичком пољу, отклон (померање, згуснуће и др.) од нормалног стања, односно равнотежног положаја, валовито кретање (уопште):",Прогресивно ометање које се преноси без померања самог средства (физика).,exact
талог,noun,"нерастворени, гушћи слој који се излучује из какве текуће материје и скупља на дну и на зидовима посуде, јаме, корита и сл.; накупљена трошна материја, нанос.",Седимент који се слегао на дну течности.,exact
талог,noun,"оно што остане од нечега, после нечега, остаци, трагови.",Твар која остане када се нешто уклони.,exact
тама,noun,"одсуство светлости, мрак, простор без светлости.",одсуство светла или осветљења,exact
тама,noun,"заосталост, незнање, непросвећеност, необавештеност, неупућеност.",одсуство моралних или духовних вредности,related
танак,adjective,"који је мале дебљине, који се јавља у плитком слоју, чији је попречни пресек малог обима;",Релативно малог простирања од једне до дурге супротне површине.,exact
танак,adjective,"звонак, висок; пискав (о гласу)","За звук, посебно глас.",exact
тапкати,verb,"кретати се, корачати обично лаганим и ситним корацима производећи тупе шумове тап(а)-тап(а); ходати, ићи, поравнавати земљу лако ударајући табанима; газити с ноге на ногу у ограниченом простору, топтати.",Производити лагане ритмичке ударце по површини.,related
театар,noun,"место, зграда где се изводе позоришни, казалишни комади, позориште, казалиште.",Зграда у којој се могу организовати позоришне или филмске представе.,exact
теглити,verb,"радити без одмора тешке послове, ринтати, диринџити, издирати",Тешко радити.,exact
теглити,verb,"истезати се, развлачити се","Вући, као против нечега што пружа отпор.",exact
тегљач,noun,"брод за тегљење, вучу других пловних објеката, реморкер.",Снажан мали чамац направљен да вуче или гура веће бродове.,exact
тегљач,noun,"уопште возило које тегли, вуче друга возила која су без властитог погона.",Самоходно возило погодно за вучу.,exact
тегоба,noun,"физичка нелагодност, мучнина, мука",лак али често сталан телесни поремећај или болест,related
тегоба,noun,"трпљење; мука, невоља.",Нешто што узрокује или укључује патњу.,exact
тело,noun,"човечји или животињски организам, схваћен у својој целовитости (као морфолошка и функционална целина).","Целокупна физичка структура једног организма, посебно животиње или човека.",exact
тело,noun,"мртав човечји организам, леш.","Целокупна физичка структура једног организма, посебно животиње или човека.",related
тело,noun,"удружење, скуп, организација, служба, установа с одређеном наменом, функцијом у јавном, друштвеном и политичком животу:",Група људи који су повезани неком заједничком везом или занимањем и посматрају се као целина.,exact
тема,noun,"предмет, основна, главна мисао (расправе, говора, уметничког дела и сл.).",Уједињујућа идеја која се стално јавља у књижевном или уметничком делу.,exact
тема,noun,"мотив музичке композиције, музичког дела који мелодијски, хармонијски и ритмички представља целину и служи као основа за варијације",След нота које образују препознатљиву секвенцу.,exact
темељ,noun,део зида зграде испод површине тла који служи као ослонац зидовима; доњи слој,Најнижа подршка структури.,exact
темељ,noun,"оно што је битно, важно у нечему, оно на чему се нешто заснива, основ; полазни, главни елеменат нечега; принцип.",Основне претпоставке које леже испод објашњења.,exact
термин,noun,"научно или стручно име за одређени појам, научни, односно стручни назив",Реч или израз који се користи за неку одређену ствар.,exact
термин,noun,"тачно утврђено време, рок, датум.",време додељено на распореду или реду догађања,exact
тежак,adjective,"који има велику тежину, који по тежини превазилази предмете исте врсте",Који је сразмерно велике тежине.,narrower
тежак,adjective,"који изискује велики напор, велик труд","Оно што није лако, захтева велики физички или ментални напор да би се остварило. разумело или издржало.",exact
тежак,adjective,"који је (по својим негативним особинама) изнад просечног, обичног, велик, веома строг, суров:",Велик по степену или интензитету или броју или количини.,exact
тежак,adjective,"који се с муком, с великим болом подноси, који угрожава живот",Велика (главобоља).,related
тезга,noun,сто или клупа у трговинској радњи (за којом трговац ради и излаже робу) или у занатској радњи (на којој занатлија ради).,Мала радња на вашару за продају робе или забаве.,narrower
тезга,noun,"споредна, додатна зарада, нуззарада (најчешће уметника).",сто или нека хоризонтална површина на којој се обавља неки посао,narrower
тигар,noun,"крупна крволочна звер из пор. мачака, дугог и са стране стиснутог трупа, са крзном црвенкастожуте боје и попречним црним пругама",Велика шумска мачка из Азије; има смеђежуто крзно са црним пругама; угожена врста.,exact
товар,noun,"оно што је натоварено, терет који се носи (на леђима, на товарним животињама, на возилима):",Добра која вози велико возило.,broader
товар,noun,"терет, количина робе или материјала која се одједном понесе, натовари",Количина која се може обрадити или превести ођедном.,exact
траг,noun,"отисак стопала, ноге, точка и сл. на некој површини.",знак или знамен који је оставило нешто што је прошло,exact
траг,noun,"предмет, појава или нешто друго што служи као потврда нечему, што указује на нешто; доказ.",доказ који указује на могуће решење,exact
трагедија,noun,"драмско дело које приказује тешке животне конфликте и оштре сукобе карактера и нарави, а са жалосним последицама (обично се завршава смрћу главног јунака).",драма у којој протагонисте побеђује нека виша сила или околности; изазива ужас или сажаљење,exact
трагедија,noun,"велика невоља, тежак, несрећан, догађај",Догађај чији је резултат велики губитак и несрећа.,exact
трајати,verb,"вршити се, развијати се дуже време, протезати се на дужи временски период.",Временски дуго трајати.,exact
трајати,verb,"одржавати се у животу, живети, животарити.",Настављати да траје.,narrower
трава,noun,"зељаста једногодишња или вишегодишња биљка из истоименог рода монокотила, којих има врло много врста, са танким, шупљим коленастим стаблом.","Зелена травната биљка са уским лишћем, узгаја се у травњацима; користи се за испашу животиња преживара; коси се и суши за сено.",exact
тражити,verb,"трудити се да се пронађе оно што је изгубљено, затурено, скривено.","Покушати открити нешто, или утврдити постојање нечега.",related
тражити,verb,"захтевати да се неко појави, да дође, звати, позивати.",Захтевати учешће или присуство нечега.,exact
тражити,verb,"имати потребу за нечим, изискивати.",тражити невољу,related
тражити,verb,"испитивати сопствене поступке, мисли и сл.",Сматрати да је неко у стању да нешто уради.,narrower
трбух,noun,део тела у коме су желудац и црева; испупчени део тела и унутрашњи простор са органима који су у њему,Део тела кичмењака између торакса и карлице.,exact
трбух,noun,"истурени, испупчени део нечега, избочина, испупчење, издигнуће:","избочен, испупчен део тела.",broader
трчати,verb,"кретати се врло брзо, одбацујући се наизменично ногама од земље тако да тело кратко време лебди у ваздуху, јурити, бежати.","Кретати се брзо сопственим ногама, тако да је једно стопало увек увек подигнуто са земље.",exact
трчати,verb,"прелазити таквим, брзим кретањем","Такмичити се у трци, као у атлетици",broader
треперити,verb,"подрхтавати, дрхтати (од каквог јаког узбуђења, страха и сл.).",Трести се грчевито,exact
треперити,verb,"подрхтавати, вибрирати.",Певати треперавим гласом.,exact
треснути,verb,"(кога, што, киме, чиме) нагло ударити (нечим, неким) производећи буку, лупнути; бацити (некога, нешто) с треском.",затворити бурно,broader
треснути,verb,"јако ударити, млатнути, распалити.",Руком или неким предметом изазвати ударац.,broader
трговина,noun,"привредна делатност онога који купује и продаје робу; трговање, промет робе:",делатности које имају за циљ снабдевање артиклима,related
трговина,noun,"радња, дућан, продавница у којој се продаје разна роба:",Трговачка фирма за малопродају робе и услуга.,narrower
тритон,noun,"врста репатог водоземца, водењак, даждевњак","Мали полуводени даждевњак светлих боја; живи у Северној Амерци, Европи и северној Азији.",exact
трка,noun,"трк, трчање",Чин трчања.,exact
трка,noun,"такмичење, утакмица у брзини трчања, борба за што брже стизање на циљ, утрка:",Брзинско такмичење.,exact
трка,noun,"усредсређивање свих напора на постизање неког циља, подређивање свега једном циљу",било које такмичење,related
трљати,verb,притискујући превлачити руком преко нечега; масирати.,Померати нешто преко нечега уз притисак.,exact
трљати,verb,"трти два тела, два предмета једно о друго, превлачити један предмет преко другога.",узроковати трење,narrower
трошити,verb,"издавати новац, чинити издатке.","Издавати новац, чинити издатке.",exact
трошити,verb,"употребљавати (храну, пиће).",Служити се нечим или редовно користити.,exact
трпети,verb,"мучити се, подносити тешкоће, невоље, патити, страдати.",Подносити неког или нешто непријатно.,exact
трпети,verb,"осећати морални, душевни бол, патњу због своје или туђе жалости, муке, несреће, патити.",Бити подвргнут (емоционалном болу).,exact
трпети,verb,") подносити, сносити, издржавати нешто непријатно.",Бити подвргнут нечем непријатном.,exact
трзај,noun,"нагао, изненадан, брз и кратак покрет, обично рефлексан, грч.",изненадно грчење мишића односно мишићних влакана.,exact
тржиште,noun,"подручје на коме се води трговина, место где се закључују трговачки послови, трговине, продавнице:",Муштерије за неки одређен производ или услугу.,related
тржиште,noun,понуда и потражња робе на одређеном подручју и у одређено време.,Свет комерцијалних активности где се размењују добра и услуге.,related
тући,verb,"вршити неку радњу ударањем, припремати нешто (у неким кућним пословима и у производњи):",Обликовати ударањем.,related
тући,verb,"ударати, куцати у кратким и ритмичким куцајима, пулсирати (о срцу, крвотоку).",Кретати се ритмички; о срцу или моторима.,exact
тужан,adjective,"који осећа тугу, обузет тугом, жалостан.",који осећа или испољава жалост и тугу,exact
тужан,adjective,"тежак, горак, несрећан",односи се на нешто што нас чини тужнима,exact
ублажити,verb,"учинити благим, блажим нешто оштро, силно, сурово, ослабити оштрину, снагу чега.",Смањити интензитет или смирити се.,broader
ублажити,verb,"учинити подношљивијим, умирити, стишати; утолити, смирити.",Омогућити олакшање од физичког бола.,narrower
учење,noun,гл. им. од учити (се).,Сазнајни процес усвајања вештине или знања.,exact
учење,noun,идеологија; теологија; наука.,"Веровање, или систем веровања, који је прихваћен као меродаван од стране неке групе или школе.",exact
учинити,verb,"направити, начинити; створити.","Учинити да се нешто деси, не мора бити с намером.",exact
учинити,verb,"извршити, извести, предузети (какву радњу, покрет и сл.).",Активно изазвати да се нешто деси.,related
удаљеност,noun,"одстојање, размак од нечега, даљина.",Својство које чине простор између два објекта или тачке.,exact
удаљеност,noun,"одсуство присности, поверљивости, однос на одстојању; хладноћа.",емоционална удаљеност,exact
удар,noun,ударац (1).,Снажан покрет песницом или оружјем.,broader
удар,noun,"продор електричне струје кроз тело, захват тела њоме.",чин сударања с нечим,narrower
удар,noun,"војни напад, навала, јуриш.",Напад који је усмерен на хватање или наношење штете или уништење циља.,exact
удар,noun,"тежак душевни потрес, тежак удес, несрећа.",непријатно или разочаравајуће изненађење,exact
ударац,noun,"јак притисак замахнутом руком, ногом или замахнутим односно баченим предметом; звук којим је обично пропраћен такав притисак.",Снажан покрет песницом или оружјем.,exact
ударац,noun,"у фудбалу, ногомету шутирање лопте под одређеним условима:","Чин ударања лопте палицом, рекетом или руком (спорт).",related
ударити,verb,"задати ударац некоме, лупити, млатнути.",Руком или неким предметом изазвати ударац.,exact
ударити,verb,"погодити, повредити, ранити (о метку из ватреног оружја, о оружју)",погодити пројектилом из оружја,broader
ударити,verb,"снажним замахом извршити судар једног тела с другим изазивајући тресак, треснути.","Ударити о нешто, доћи у изненадни контакт с нечим.",exact
ударити,verb,"при брзом кретању, у паду и сл. налетети на нешто, лупити о нешто; пасти:",Ударити у нешто снажно или насилно.,narrower
ударити,verb,"сукобити се, сударити се.",Ударити у нешто снажно или насилно.,exact
удавити,verb,"уморити стежући за грло, задавити.",Ускратити кисеоник и спречити дисање.,exact
удавити,verb,"усмртити загњуривањем, потапањем у воду, утопити.",Убити потапањем у воду.,exact
удавити,verb,"завршити живот дављењем у води, утопити се.",Ускратити кисеоник и спречити дисање.,exact
угао,noun,"место, простор између двеју унутрашњих страна неког предмета које се спајају, најчешће између два зида у некој просторији.",унутрашњи угао који образују два суседна зида,exact
угао,noun,"шиљат крај неког предмета који чине његове ивице, стране, зидови; шиљат крај тканине; рогаљ.",део који је у облику угла,exact
угао,noun,"место где се састају, секу две улице или где савија низ зграда.",Чврсти спољашњи угао зграде; посебно онај који настаје од угаоног камена.,exact
угладити,verb,"учинити глатким, углачати, поравнати.","Учинити равним или равнијим, на пример трљањем.",exact
угладити,verb,"довести у ред нечији спољни изглед, улепшати, дотерати.",Побољшати глачањем или кресањем.,related
угладити,verb,"улепшати свој изглед, дотерати се.","Учинити равним или равнијим, на пример трљањем.",related
ухватити,verb,"домоћи се нечега, уловити, шчепати.","Ухватити ловљењем, мамцима или замкама.",broader
ухватити,verb,"добити (болест, заразу и сл.).",бити захваћен ватром или болешћу,exact
укључити,verb,"везати, укопчати за ток електричне струје, пустити у рад (неки апарат на електричну струју).",Ставити у погон покретом прекидача.,narrower
укључити,verb,"придружити, увести у неки заједнички посао, заједницу.","додати као део нечег другог; ставити у нешто као део низа, групе или категорије",narrower
укључити,verb,"унети, обухватити (планом, говором).",Укључити или садржати; имати као компоненту.,related
укључити,verb,"придружити се, ући у неку заједницу.",Укључити или садржати; имати као компоненту.,related
уклонити,verb,"преместити, склонити са места.","Уклонити нешто конкретно, нпр. дизањем, гурањем, уклањањем, или уклонити нешто апстрактно.",exact
уклонити,verb,"учинити да нечега не буде, одстранити.",Уклонити.,exact
укус,noun,утисак који нека материја оставља на то чуло: с,Сензација до које долази када рецептори укуса на језику и у ждрелу пренесу информацију о хемијском саставу растворљивог стимулуса.,exact
укус,noun,"систем естетских погледа, појам, схватање лепога, естетско мерило:",истанчано разликовање (посебно естеских вредности),exact
улаз,noun,"место на које се улази, врата; прилазни, гранични део територије, терена посматран као приступ у њих.",нешто што обезбеђује приступ,exact
улога,noun,"лице, личност коју игра глумац у неком сценском делу (позоришном, филмском, оперском, балетском).",Глумчев портрет некога у драми.,broader
улога,noun,"задатак, дужност, функција.",Акције или активности које су додељене или се захтевају од особе или групе.,exact
уловити,verb,ухватити или убити у лову (дивљач); упецати (рибу):,"Ухватити ловљењем, мамцима или замкама.",exact
уловити,verb,трчећи стићи; гонећи ухватити.,"Успети у хватању некога, као злочинца.",exact
уловити,verb,"ухватити се за нешто, стићи, доспети негде, домоћи се нечега.","Успети у хватању некога, као злочинца.",broader
умањити,verb,"начинити малим или мањим, смањити.",Учинити малим или безначајним.,exact
умањити,verb,умањити се.,представити као мање важно или значајно,related
уметнути,verb,"метнути, ставити нешто унутра, између нечега, убацити; накнадно унети, додати:",Ставити или убацити у нешто.,exact
уништити,verb,"учинити да неко или нешто више не постоји, утаманити, затрти, разорити; побити, војнички савладати:",Усмртити у великом броју.,broader
уништити,verb,"довести у тешко стање, изложити невољама, губицима, разарању.",потпуно уништити; неповратно оштетити,related
уништити,verb,довести у крајње лош положај у погледу нечега:,потпуно уништити; неповратно оштетити,related
упад,noun,"нагли насилни улазак, продор, провала у неки простор (непријатеља).",Изненадни кратки напад.,related
упад,noun,"изненадни улазак, упадање.",Неки догађај који прекида.,related
уписати,verb,"унети (где) уписујући, записати, написати.",Направити запис; представити у сталном облику.,exact
уписати,verb,"унети, записати у списак одређене намене (војни, школски, бирачки итд.).",укључити у листу или списак,exact
управити,verb,"послати, упутити, предати.",узроковати да нешто негде оде,related
управити,verb,"поћи у неком правцу, упутити се.","Циљати или усмерити ударац, оружје или неки предемет као што је фотографска опрема.",related
управљач,noun,"онај који управља, влада, старешина.",Неко ко управља фирмом.,broader
управљач,noun,"ручица којом се креће каква машина (крма, волан).",Механизам који контролише рад машине.,exact
управљати,verb,"владати, руководити.",Вршити контролу над нечим или спроводити моћ.,exact
управљати,verb,"бринути се о пословима, руководити.",Бити у управничком положају.,exact
управљати,verb,"давати правац, водити.",Усмерити правац; одредити правац путовања.,exact
упутити,verb,препоручити.,"усмерити од једне одреднице ка другој, на пример у каталозима, књигама и листама",narrower
упутити,verb,"посаветовати, поучити, научити, уредити.",Дати инструкције или упутства за неки задатак.,broader
Уран,noun,једна од девет (седма по реду) сунчевих планета,седма планета од Сунца; огромна планета са прстеном од ледених честица,exact
уредити,verb,"довести у ред, у уредно стање, удесити да нечему одговара, средити, наместити (собу, стан и сл.).","припремити за објављивање или презентацију коригујући, прерађујући или адаптирајући",broader
уредити,verb,"отклањањем сметњи, несугласица, повољно решити, довести у склад, усагласити, средити.","Средити мисли, идеје, догађаја у времену, итд.",related
уредити,verb,"намирити, измирити, исплатити (рачун, дуг и сл.).",Уредити финансијски.,exact
уредити,verb,"приправити, припремити (за даљи поступак).",Припремити нешто.,exact
уредити,verb,"довести себе у ред, дотерати се, удесити се.","припремити за објављивање или презентацију коригујући, прерађујући или адаптирајући",related
уронити,verb,"завући нешто у дубину, у унутрашњост нечега, загњурити, забити.",Захтевати одређену дубини за пловидбу.,broader
уронити,verb,"занети се нечим, предати се чему, удубити се у нешто.",бити (нечим) потпуно окупиран,exact
успаван,adjective,трп. прид. од успавати (се),онај који је у стању сна,exact
уста,noun,"шупљина, дупља у доњем делу главе са унутрашње стране зубне преграде, као почетни орган за варење кроз који пролази храна у желудац; отвор између усана који води у ту шупљину:",Отвор кроз који се узима храна и стварају гласови.,narrower
уста,noun,"отвор на нечему, улаз у нешто.",отвор који личи на уста (као отвор пећине или клисуре),exact
установити,verb,"основати, створити, увести.",Поставити.,exact
установити,verb,"утврдити, одредити, доказати; открити.",Утврдити коначно или меродавно.,exact
устројство,noun,оснивање.,Чин формирања нечега.,exact
устројство,noun,"састав, структура, конституција.",Организована структура за уређивање и класификовање.,exact
уступити,verb,"пренети неко своје право на другога, дати на располагање, коришћење, предати, оставити некоме:",Предати нешто некоме на чување.,broader
уступити,verb,"напустити положај, одступити, повући се, узмаћи.",Одрећи се власништва или контроле.,exact
уважавати,verb,несврш. и уч. према уважити.,гајити осећања дубоког поштовања и страха пред ауторитетом.,exact
уважавати,verb,"поштовати, ценити.",Показивати поштовање.,exact
уважавати,verb,поштовати себе.,Показивати поштовање.,related
уверење,noun,"мишљење, суд који се заснива на веровању да је нешто истинито, правилно, праведно; изграђен поглед на што, схватање, убеђење.",Документ који потврђује истинитост одређених чињеница.,broader
уверење,noun,"увереност, (стечена) сигурност у што.",непоколебљиво веровање у нешто без потребе за доказима или налазима,exact
увести,verb,"довести, примити (кога) у неку средину, у унутрашњост чега, укључити (кога) у неку заједницу.",дозволити учешће или дати неком право да буде део нечега,exact
увести,verb,"учинити што саставним делом чега, уклопити.",стално уметати,related
увити,verb,"омотати (што око кога, чега); умотати, повити, обавити (што, кога чиме).","Покрити са свих страна, рецимо ради заштите.",exact
увити,verb,"уковрчити, накудравити (косу), засукати, усукати (бркове)",Умотати у таласе или локне (о коси).,exact
ужас,noun,"душевно стање великог страха, страве, грозе.",надмоћно осећање страха и зебње,exact
ужас,noun,"грозота, страхота, страшна ствар.",интензиван и дубок страх,exact
ужасан,adjective,"пун ужаса, страшан, страховит, грозан, језив.",Интензивно или претерано лош или непријатан по квалитету или степену.,related
ужасан,adjective,"врло велик, огроман.",који изазива страх или ужас,related
узбудљив,adjective,"који изазива узбуђење, узнемирење, који узбуђује.",који ствара или побуђује узбуђење,exact
узбудљив,adjective,"који се лако узбуђује, осетљив.",који подстиче интересовање или расправу,related
узети,verb,"схватити, разумети, прихватити; окарактерисати, оценити.",Узети здраво за готово; прихватити без провере или доказа.,related
узети,verb,"прихватити, дохватити руком; ухватити.","Узети нешто својим рукама, физички узети.",exact
узети,verb,"примити (као поклон, зајам и сл.).",Пребацити у своју својину.,related
узети,verb,"лишити (кога или чега), одузети, отети.",Узети као нежељену последицу неког догађаја или стања ствари.,exact
узети,verb,"прибавити у својину, власништво плаћајући, купити, набавити.",Стећи куповином; добити помоћу финансијске трансакције.,exact
узети,verb,"(из)најмити, закупити.",Направити резервацију за боравак или превоз; резервисати унапред.,exact
узети,verb,ухватити једно друго,"Узети нешто својим рукама, физички узети.",related
уживати,verb,"осећати задовољство, пријатност, удобност.",осећати задовољство због нечега,exact
уживати,verb,користити се чиме.,Имати за своју корист.,exact
уживати,verb,"имати право, користити се неким правом.",Имати користи од нечега.,exact
узнемирити,verb,"направити забуну, изазвати немир, начинити неред.",омести нечији мир или спокој,exact
узнемирити,verb,"довести у стање узбурканости, заталасати.",испунити слутњом или узнемиреношћу; изазвати непријатну изненађеност,exact
узнемирити,verb,уплашити.,Дубоко дирнути.,related
узнемирити,verb,"заталасати се, узбуркати се.",испунити слутњом или узнемиреношћу; изазвати непријатну изненађеност,related
узнемирити,verb,почети се комешати; узбудити се.,Дубоко дирнути.,exact
